SIDO_NM,CCG_NM,STRD_YYMM,TP_BUZ_NO,TP_BUZ_NM_CLEAN,국세청업종,active_business_count,active_business_masked
울산광역시,남구,202603,4010,편의점,편의점,339.0,False
울산광역시,동구,202603,4010,편의점,편의점,155.0,False
울산광역시,북구,202603,4010,편의점,편의점,175.0,False
울산광역시,울주군,202603,4010,편의점,편의점,242.0,False
울산광역시,중구,202603,4010,편의점,편의점,168.0,False
경상남도,거제시,202603,4010,편의점,편의점,301.0,False
경상남도,거창군,202603,4010,편의점,편의점,58.0,False
경상남도,고성군,202603,4010,편의점,편의점,56.0,False
경상남도,김해시,202603,4010,편의점,편의점,553.0,False
경상남도,남해군,202603,4010,편의점,편의점,60.0,False
경상남도,밀양시,202603,4010,편의점,편의점,98.0,False
경상남도,사천시,202603,4010,편의점,편의점,129.0,False
경상남도,산청군,202603,4010,편의점,편의점,19.0,False
경상남도,양산시,202603,4010,편의점,편의점,350.0,False
경상남도,의령군,202603,4010,편의점,편의점,16.0,False
경상남도,진주시,202603,4010,편의점,편의점,309.0,False
경상남도,창녕군,202603,4010,편의점,편의점,57.0,False
경상남도,창원시 마산합포구,202603,4010,편의점,편의점,171.0,False
경상남도,창원시 마산회원구,202603,4010,편의점,편의점,146.0,False
경상남도,창원시 성산구,202603,4010,편의점,편의점,239.0,False
경상남도,창원시 의창구,202603,4010,편의점,편의점,206.0,False
경상남도,창원시 진해구,202603,4010,편의점,편의점,208.0,False
경상남도,통영시,202603,4010,편의점,편의점,147.0,False
경상남도,하동군,202603,4010,편의점,편의점,36.0,False
경상남도,함안군,202603,4010,편의점,편의점,63.0,False
경상남도,함양군,202603,4010,편의점,편의점,30.0,False
경상남도,합천군,202603,4010,편의점,편의점,22.0,False
제주특별자치도,서귀포시,202603,4010,편의점,편의점,393.0,False
제주특별자치도,제주시,202603,4010,편의점,편의점,894.0,False
서울특별시,강남구,202604,4010,편의점,편의점,676.0,False
서울특별시,강동구,202604,4010,편의점,편의점,333.0,False
서울특별시,강북구,202604,4010,편의점,편의점,236.0,False
서울특별시,강서구,202604,4010,편의점,편의점,483.0,False
서울특별시,관악구,202604,4010,편의점,편의점,368.0,False
서울특별시,광진구,202604,4010,편의점,편의점,315.0,False
서울특별시,구로구,202604,4010,편의점,편의점,321.0,False
서울특별시,금천구,202604,4010,편의점,편의점,279.0,False
서울특별시,노원구,202604,4010,편의점,편의점,302.0,False
서울특별시,도봉구,202604,4010,편의점,편의점,225.0,False
서울특별시,동대문구,202604,4010,편의점,편의점,313.0,False
서울특별시,동작구,202604,4010,편의점,편의점,280.0,False
서울특별시,마포구,202604,4010,편의점,편의점,451.0,False
서울특별시,서대문구,202604,4010,편의점,편의점,259.0,False
서울특별시,서초구,202604,4010,편의점,편의점,404.0,False
서울특별시,성동구,202604,4010,편의점,편의점,261.0,False
서울특별시,성북구,202604,4010,편의점,편의점,288.0,False
서울특별시,송파구,202604,4010,편의점,편의점,491.0,False
서울특별시,양천구,202604,4010,편의점,편의점,251.0,False
서울특별시,영등포구,202604,4010,편의점,편의점,423.0,False
서울특별시,용산구,202604,4010,편의점,편의점,227.0,False
서울특별시,은평구,202604,4010,편의점,편의점,318.0,False
서울특별시,종로구,202604,4010,편의점,편의점,250.0,False
서울특별시,중구,202604,4010,편의점,편의점,308.0,False
서울특별시,중랑구,202604,4010,편의점,편의점,304.0,False
인천광역시,강화군,202604,4010,편의점,편의점,119.0,False
인천광역시,계양구,202604,4010,편의점,편의점,237.0,False
인천광역시,남동구,202604,4010,편의점,편의점,447.0,False
인천광역시,동구,202604,4010,편의점,편의점,55.0,False
인천광역시,미추홀구,202604,4010,편의점,편의점,414.0,False
인천광역시,부평구,202604,4010,편의점,편의점,426.0,False
인천광역시,서구,202604,4010,편의점,편의점,576.0,False
인천광역시,연수구,202604,4010,편의점,편의점,368.0,False
인천광역시,옹진군,202604,4010,편의점,편의점,34.0,False
인천광역시,중구,202604,4010,편의점,편의점,274.0,False
경기도,가평군,202604,4010,편의점,편의점,129.0,False
경기도,고양시 덕양구,202604,4010,편의점,편의점,401.0,False
경기도,고양시 일산동구,202604,4010,편의점,편의점,292.0,False
경기도,고양시 일산서구,202604,4010,편의점,편의점,196.0,False
경기도,과천시,202604,4010,편의점,편의점,74.0,False
경기도,광명시,202604,4010,편의점,편의점,187.0,False
경기도,광주시,202604,4010,편의점,편의점,430.0,False
경기도,구리시,202604,4010,편의점,편의점,168.0,False
경기도,군포시,202604,4010,편의점,편의점,202.0,False
경기도,김포시,202604,4010,편의점,편의점,495.0,False
경기도,남양주시,202604,4010,편의점,편의점,633.0,False
경기도,동두천시,202604,4010,편의점,편의점,98.0,False
경기도,부천시 소사구,202604,4010,편의점,편의점,177.0,False
경기도,부천시 오정구,202604,4010,편의점,편의점,133.0,False
경기도,부천시 원미구,202604,4010,편의점,편의점,355.0,False
경기도,성남시 분당구,202604,4010,편의점,편의점,356.0,False
경기도,성남시 수정구,202604,4010,편의점,편의점,225.0,False
경기도,성남시 중원구,202604,4010,편의점,편의점,188.0,False
경기도,수원시 권선구,202604,4010,편의점,편의점,334.0,False
경기도,수원시 영통구,202604,4010,편의점,편의점,303.0,False
경기도,수원시 장안구,202604,4010,편의점,편의점,218.0,False
경기도,수원시 팔달구,202604,4010,편의점,편의점,258.0,False
경기도,시흥시,202604,4010,편의점,편의점,552.0,False
경기도,안산시 단원구,202604,4010,편의점,편의점,370.0,False
경기도,안산시 상록구,202604,4010,편의점,편의점,315.0,False
경기도,안성시,202604,4010,편의점,편의점,320.0,False
경기도,안양시 동안구,202604,4010,편의점,편의점,256.0,False
경기도,안양시 만안구,202604,4010,편의점,편의점,194.0,False
경기도,양주시,202604,4010,편의점,편의점,316.0,False
경기도,양평군,202604,4010,편의점,편의점,151.0,False
경기도,여주시,202604,4010,편의점,편의점,182.0,False
경기도,연천군,202604,4010,편의점,편의점,61.0,False
경기도,오산시,202604,4010,편의점,편의점,278.0,False
경기도,용인시 기흥구,202604,4010,편의점,편의점,343.0,False
경기도,용인시 수지구,202604,4010,편의점,편의점,220.0,False
경기도,용인시 처인구,202604,4010,편의점,편의점,437.0,False
경기도,의왕시,202604,4010,편의점,편의점,117.0,False
경기도,의정부시,202604,4010,편의점,편의점,428.0,False
경기도,이천시,202604,4010,편의점,편의점,354.0,False
경기도,파주시,202604,4010,편의점,편의점,549.0,False
경기도,평택시,202604,4010,편의점,편의점,877.0,False
경기도,포천시,202604,4010,편의점,편의점,275.0,False
경기도,하남시,202604,4010,편의점,편의점,270.0,False
경기도,화성시 동탄구,202604,4010,편의점,편의점,352.0,False
경기도,화성시 만세구,202604,4010,편의점,편의점,482.0,False
경기도,화성시 병점구,202604,4010,편의점,편의점,135.0,False
경기도,화성시 효행구,202604,4010,편의점,편의점,203.0,False
강원특별자치도,강릉시,202604,4010,편의점,편의점,330.0,False
강원특별자치도,고성군,202604,4010,편의점,편의점,71.0,False
강원특별자치도,동해시,202604,4010,편의점,편의점,124.0,False
강원특별자치도,삼척시,202604,4010,편의점,편의점,96.0,False
강원특별자치도,속초시,202604,4010,편의점,편의점,166.0,False
강원특별자치도,양구군,202604,4010,편의점,편의점,22.0,False
강원특별자치도,양양군,202604,4010,편의점,편의점,80.0,False
강원특별자치도,영월군,202604,4010,편의점,편의점,41.0,False
강원특별자치도,원주시,202604,4010,편의점,편의점,469.0,False
강원특별자치도,인제군,202604,4010,편의점,편의점,53.0,False
강원특별자치도,정선군,202604,4010,편의점,편의점,66.0,False
강원특별자치도,철원군,202604,4010,편의점,편의점,53.0,False
강원특별자치도,춘천시,202604,4010,편의점,편의점,357.0,False
강원특별자치도,태백시,202604,4010,편의점,편의점,56.0,False
강원특별자치도,평창군,202604,4010,편의점,편의점,79.0,False
강원특별자치도,홍천군,202604,4010,편의점,편의점,71.0,False
강원특별자치도,화천군,202604,4010,편의점,편의점,28.0,False
강원특별자치도,횡성군,202604,4010,편의점,편의점,54.0,False
대전광역시,대덕구,202604,4010,편의점,편의점,159.0,False
대전광역시,동구,202604,4010,편의점,편의점,224.0,False
대전광역시,서구,202604,4010,편의점,편의점,456.0,False
대전광역시,유성구,202604,4010,편의점,편의점,385.0,False
대전광역시,중구,202604,4010,편의점,편의점,209.0,False
충청북도,괴산군,202604,4010,편의점,편의점,30.0,False
충청북도,단양군,202604,4010,편의점,편의점,26.0,False
충청북도,보은군,202604,4010,편의점,편의점,24.0,False
충청북도,영동군,202604,4010,편의점,편의점,37.0,False
충청북도,옥천군,202604,4010,편의점,편의점,54.0,False
충청북도,음성군,202604,4010,편의점,편의점,186.0,False
충청북도,제천시,202604,4010,편의점,편의점,129.0,False
충청북도,증평군,202604,4010,편의점,편의점,51.0,False
충청북도,진천군,202604,4010,편의점,편의점,164.0,False
충청북도,청주시 상당구,202604,4010,편의점,편의점,192.0,False
충청북도,청주시 서원구,202604,4010,편의점,편의점,189.0,False
충청북도,청주시 청원구,202604,4010,편의점,편의점,260.0,False
충청북도,청주시 흥덕구,202604,4010,편의점,편의점,376.0,False
충청북도,충주시,202604,4010,편의점,편의점,260.0,False
충청남도,계룡시,202604,4010,편의점,편의점,31.0,False
충청남도,공주시,202604,4010,편의점,편의점,113.0,False
충청남도,금산군,202604,4010,편의점,편의점,42.0,False
충청남도,논산시,202604,4010,편의점,편의점,117.0,False
충청남도,당진시,202604,4010,편의점,편의점,269.0,False
충청남도,보령시,202604,4010,편의점,편의점,155.0,False
충청남도,부여군,202604,4010,편의점,편의점,50.0,False
충청남도,서산시,202604,4010,편의점,편의점,242.0,False
충청남도,서천군,202604,4010,편의점,편의점,46.0,False
충청남도,아산시,202604,4010,편의점,편의점,513.0,False
충청남도,예산군,202604,4010,편의점,편의점,102.0,False
충청남도,천안시 동남구,202604,4010,편의점,편의점,371.0,False
충청남도,천안시 서북구,202604,4010,편의점,편의점,581.0,False
충청남도,청양군,202604,4010,편의점,편의점,27.0,False
충청남도,태안군,202604,4010,편의점,편의점,123.0,False
충청남도,홍성군,202604,4010,편의점,편의점,107.0,False
광주광역시,광산구,202604,4010,편의점,편의점,388.0,False
광주광역시,남구,202604,4010,편의점,편의점,149.0,False
광주광역시,동구,202604,4010,편의점,편의점,137.0,False
광주광역시,북구,202604,4010,편의점,편의점,355.0,False
광주광역시,서구,202604,4010,편의점,편의점,279.0,False
전북특별자치도,고창군,202604,4010,편의점,편의점,53.0,False
전북특별자치도,군산시,202604,4010,편의점,편의점,269.0,False
전북특별자치도,김제시,202604,4010,편의점,편의점,79.0,False
전북특별자치도,남원시,202604,4010,편의점,편의점,57.0,False
전북특별자치도,무주군,202604,4010,편의점,편의점,34.0,False
전북특별자치도,부안군,202604,4010,편의점,편의점,60.0,False
전북특별자치도,순창군,202604,4010,편의점,편의점,15.0,False
전북특별자치도,완주군,202604,4010,편의점,편의점,94.0,False
전북특별자치도,익산시,202604,4010,편의점,편의점,223.0,False
전북특별자치도,임실군,202604,4010,편의점,편의점,20.0,False
전북특별자치도,장수군,202604,4010,편의점,편의점,17.0,False
전북특별자치도,전주시 덕진구,202604,4010,편의점,편의점,333.0,False
전북특별자치도,전주시 완산구,202604,4010,편의점,편의점,287.0,False
전북특별자치도,정읍시,202604,4010,편의점,편의점,97.0,False
전북특별자치도,진안군,202604,4010,편의점,편의점,12.0,False
전라남도,강진군,202604,4010,편의점,편의점,24.0,False
전라남도,고흥군,202604,4010,편의점,편의점,51.0,False
전라남도,곡성군,202604,4010,편의점,편의점,22.0,False
전라남도,광양시,202604,4010,편의점,편의점,145.0,False
전라남도,구례군,202604,4010,편의점,편의점,17.0,False
전라남도,나주시,202604,4010,편의점,편의점,112.0,False
전라남도,담양군,202604,4010,편의점,편의점,30.0,False
전라남도,목포시,202604,4010,편의점,편의점,225.0,False
전라남도,무안군,202604,4010,편의점,편의점,86.0,False
전라남도,보성군,202604,4010,편의점,편의점,25.0,False
전라남도,순천시,202604,4010,편의점,편의점,243.0,False
전라남도,신안군,202604,4010,편의점,편의점,17.0,False
전라남도,여수시,202604,4010,편의점,편의점,344.0,False
전라남도,영광군,202604,4010,편의점,편의점,39.0,False
전라남도,영암군,202604,4010,편의점,편의점,59.0,False
전라남도,완도군,202604,4010,편의점,편의점,50.0,False
전라남도,장성군,202604,4010,편의점,편의점,28.0,False
전라남도,장흥군,202604,4010,편의점,편의점,28.0,False
전라남도,진도군,202604,4010,편의점,편의점,23.0,False
전라남도,함평군,202604,4010,편의점,편의점,13.0,False
전라남도,해남군,202604,4010,편의점,편의점,67.0,False
전라남도,화순군,202604,4010,편의점,편의점,36.0,False
대구광역시,군위군,202604,4010,편의점,편의점,16.0,False
대구광역시,남구,202604,4010,편의점,편의점,151.0,False
대구광역시,달서구,202604,4010,편의점,편의점,452.0,False
대구광역시,달성군,202604,4010,편의점,편의점,241.0,False
대구광역시,동구,202604,4010,편의점,편의점,274.0,False
대구광역시,북구,202604,4010,편의점,편의점,351.0,False
대구광역시,서구,202604,4010,편의점,편의점,147.0,False
대구광역시,수성구,202604,4010,편의점,편의점,297.0,False
대구광역시,중구,202604,4010,편의점,편의점,157.0,False
경상북도,경산시,202604,4010,편의점,편의점,308.0,False
경상북도,경주시,202604,4010,편의점,편의점,328.0,False
경상북도,고령군,202604,4010,편의점,편의점,32.0,False
경상북도,구미시,202604,4010,편의점,편의점,478.0,False
경상북도,김천시,202604,4010,편의점,편의점,127.0,False
경상북도,문경시,202604,4010,편의점,편의점,62.0,False
경상북도,봉화군,202604,4010,편의점,편의점,12.0,False
경상북도,상주시,202604,4010,편의점,편의점,64.0,False
경상북도,성주군,202604,4010,편의점,편의점,38.0,False
경상북도,안동시,202604,4010,편의점,편의점,137.0,False
경상북도,영덕군,202604,4010,편의점,편의점,36.0,False
경상북도,영양군,202604,4010,편의점,편의점,,True
경상북도,영주시,202604,4010,편의점,편의점,79.0,False
경상북도,영천시,202604,4010,편의점,편의점,94.0,False
경상북도,예천군,202604,4010,편의점,편의점,30.0,False
경상북도,울릉군,202604,4010,편의점,편의점,14.0,False
경상북도,울진군,202604,4010,편의점,편의점,53.0,False
경상북도,의성군,202604,4010,편의점,편의점,27.0,False
경상북도,청도군,202604,4010,편의점,편의점,28.0,False
경상북도,청송군,202604,4010,편의점,편의점,16.0,False
경상북도,칠곡군,202604,4010,편의점,편의점,151.0,False
경상북도,포항시 남구,202604,4010,편의점,편의점,247.0,False
경상북도,포항시 북구,202604,4010,편의점,편의점,258.0,False
부산광역시,강서구,202604,4010,편의점,편의점,195.0,False
부산광역시,금정구,202604,4010,편의점,편의점,181.0,False
부산광역시,기장군,202604,4010,편의점,편의점,176.0,False
부산광역시,남구,202604,4010,편의점,편의점,196.0,False
부산광역시,동구,202604,4010,편의점,편의점,90.0,False
부산광역시,동래구,202604,4010,편의점,편의점,195.0,False
부산광역시,부산진구,202604,4010,편의점,편의점,377.0,False
부산광역시,북구,202604,4010,편의점,편의점,149.0,False
부산광역시,사상구,202604,4010,편의점,편의점,179.0,False
부산광역시,사하구,202604,4010,편의점,편의점,238.0,False
부산광역시,서구,202604,4010,편의점,편의점,97.0,False
부산광역시,수영구,202604,4010,편의점,편의점,169.0,False
부산광역시,연제구,202604,4010,편의점,편의점,146.0,False
부산광역시,영도구,202604,4010,편의점,편의점,88.0,False
부산광역시,중구,202604,4010,편의점,편의점,79.0,False
부산광역시,해운대구,202604,4010,편의점,편의점,312.0,False
울산광역시,남구,202604,4010,편의점,편의점,345.0,False
울산광역시,동구,202604,4010,편의점,편의점,155.0,False
울산광역시,북구,202604,4010,편의점,편의점,175.0,False
울산광역시,울주군,202604,4010,편의점,편의점,241.0,False
울산광역시,중구,202604,4010,편의점,편의점,167.0,False
경상남도,거제시,202604,4010,편의점,편의점,303.0,False
경상남도,거창군,202604,4010,편의점,편의점,58.0,False
경상남도,고성군,202604,4010,편의점,편의점,57.0,False
경상남도,김해시,202604,4010,편의점,편의점,554.0,False
경상남도,남해군,202604,4010,편의점,편의점,61.0,False
경상남도,밀양시,202604,4010,편의점,편의점,97.0,False
경상남도,사천시,202604,4010,편의점,편의점,125.0,False
경상남도,산청군,202604,4010,편의점,편의점,19.0,False
경상남도,양산시,202604,4010,편의점,편의점,352.0,False
경상남도,의령군,202604,4010,편의점,편의점,16.0,False
경상남도,진주시,202604,4010,편의점,편의점,308.0,False
경상남도,창녕군,202604,4010,편의점,편의점,57.0,False
경상남도,창원시 마산합포구,202604,4010,편의점,편의점,172.0,False
경상남도,창원시 마산회원구,202604,4010,편의점,편의점,146.0,False
경상남도,창원시 성산구,202604,4010,편의점,편의점,239.0,False
경상남도,창원시 의창구,202604,4010,편의점,편의점,206.0,False
경상남도,창원시 진해구,202604,4010,편의점,편의점,208.0,False
경상남도,통영시,202604,4010,편의점,편의점,146.0,False
경상남도,하동군,202604,4010,편의점,편의점,36.0,False
경상남도,함안군,202604,4010,편의점,편의점,63.0,False
경상남도,함양군,202604,4010,편의점,편의점,30.0,False
경상남도,합천군,202604,4010,편의점,편의점,23.0,False
제주특별자치도,서귀포시,202604,4010,편의점,편의점,401.0,False
제주특별자치도,제주시,202604,4010,편의점,편의점,894.0,False
서울특별시,강남구,202605,4010,편의점,편의점,676.0,False
서울특별시,강동구,202605,4010,편의점,편의점,332.0,False
서울특별시,강북구,202605,4010,편의점,편의점,235.0,False
서울특별시,강서구,202605,4010,편의점,편의점,482.0,False
서울특별시,관악구,202605,4010,편의점,편의점,369.0,False
서울특별시,광진구,202605,4010,편의점,편의점,315.0,False
서울특별시,구로구,202605,4010,편의점,편의점,323.0,False
서울특별시,금천구,202605,4010,편의점,편의점,276.0,False
서울특별시,노원구,202605,4010,편의점,편의점,300.0,False
서울특별시,도봉구,202605,4010,편의점,편의점,225.0,False
서울특별시,동대문구,202605,4010,편의점,편의점,316.0,False
서울특별시,동작구,202605,4010,편의점,편의점,281.0,False
서울특별시,마포구,202605,4010,편의점,편의점,453.0,False
서울특별시,서대문구,202605,4010,편의점,편의점,260.0,False
서울특별시,서초구,202605,4010,편의점,편의점,404.0,False
서울특별시,성동구,202605,4010,편의점,편의점,263.0,False
서울특별시,성북구,202605,4010,편의점,편의점,290.0,False
서울특별시,송파구,202605,4010,편의점,편의점,492.0,False
서울특별시,양천구,202605,4010,편의점,편의점,253.0,False
서울특별시,영등포구,202605,4010,편의점,편의점,425.0,False
서울특별시,용산구,202605,4010,편의점,편의점,228.0,False
서울특별시,은평구,202605,4010,편의점,편의점,316.0,False
서울특별시,종로구,202605,4010,편의점,편의점,247.0,False
서울특별시,중구,202605,4010,편의점,편의점,309.0,False
서울특별시,중랑구,202605,4010,편의점,편의점,302.0,False
인천광역시,강화군,202605,4010,편의점,편의점,117.0,False
인천광역시,계양구,202605,4010,편의점,편의점,238.0,False
인천광역시,남동구,202605,4010,편의점,편의점,450.0,False
인천광역시,동구,202605,4010,편의점,편의점,55.0,False
인천광역시,미추홀구,202605,4010,편의점,편의점,412.0,False
인천광역시,부평구,202605,4010,편의점,편의점,428.0,False
인천광역시,서구,202605,4010,편의점,편의점,575.0,False
인천광역시,연수구,202605,4010,편의점,편의점,367.0,False
인천광역시,옹진군,202605,4010,편의점,편의점,35.0,False
인천광역시,중구,202605,4010,편의점,편의점,273.0,False
경기도,가평군,202605,4010,편의점,편의점,129.0,False
경기도,고양시 덕양구,202605,4010,편의점,편의점,398.0,False
경기도,고양시 일산동구,202605,4010,편의점,편의점,289.0,False
경기도,고양시 일산서구,202605,4010,편의점,편의점,198.0,False
경기도,과천시,202605,4010,편의점,편의점,75.0,False
경기도,광명시,202605,4010,편의점,편의점,186.0,False
경기도,광주시,202605,4010,편의점,편의점,430.0,False
경기도,구리시,202605,4010,편의점,편의점,169.0,False
경기도,군포시,202605,4010,편의점,편의점,202.0,False
경기도,김포시,202605,4010,편의점,편의점,495.0,False
경기도,남양주시,202605,4010,편의점,편의점,634.0,False
경기도,동두천시,202605,4010,편의점,편의점,99.0,False
경기도,부천시 소사구,202605,4010,편의점,편의점,178.0,False
경기도,부천시 오정구,202605,4010,편의점,편의점,134.0,False
경기도,부천시 원미구,202605,4010,편의점,편의점,354.0,False
경기도,성남시 분당구,202605,4010,편의점,편의점,359.0,False
경기도,성남시 수정구,202605,4010,편의점,편의점,222.0,False
경기도,성남시 중원구,202605,4010,편의점,편의점,190.0,False
경기도,수원시 권선구,202605,4010,편의점,편의점,333.0,False
경기도,수원시 영통구,202605,4010,편의점,편의점,297.0,False
경기도,수원시 장안구,202605,4010,편의점,편의점,217.0,False
경기도,수원시 팔달구,202605,4010,편의점,편의점,257.0,False
경기도,시흥시,202605,4010,편의점,편의점,553.0,False
경기도,안산시 단원구,202605,4010,편의점,편의점,373.0,False
경기도,안산시 상록구,202605,4010,편의점,편의점,317.0,False
경기도,안성시,202605,4010,편의점,편의점,323.0,False
경기도,안양시 동안구,202605,4010,편의점,편의점,255.0,False
경기도,안양시 만안구,202605,4010,편의점,편의점,194.0,False
경기도,양주시,202605,4010,편의점,편의점,316.0,False
경기도,양평군,202605,4010,편의점,편의점,150.0,False
경기도,여주시,202605,4010,편의점,편의점,180.0,False
경기도,연천군,202605,4010,편의점,편의점,62.0,False
경기도,오산시,202605,4010,편의점,편의점,283.0,False
경기도,용인시 기흥구,202605,4010,편의점,편의점,345.0,False
경기도,용인시 수지구,202605,4010,편의점,편의점,221.0,False
경기도,용인시 처인구,202605,4010,편의점,편의점,438.0,False
경기도,의왕시,202605,4010,편의점,편의점,116.0,False
경기도,의정부시,202605,4010,편의점,편의점,430.0,False
경기도,이천시,202605,4010,편의점,편의점,354.0,False
경기도,파주시,202605,4010,편의점,편의점,549.0,False
경기도,평택시,202605,4010,편의점,편의점,874.0,False
경기도,포천시,202605,4010,편의점,편의점,275.0,False
경기도,하남시,202605,4010,편의점,편의점,270.0,False
경기도,화성시 동탄구,202605,4010,편의점,편의점,353.0,False
경기도,화성시 만세구,202605,4010,편의점,편의점,482.0,False
경기도,화성시 병점구,202605,4010,편의점,편의점,136.0,False
경기도,화성시 효행구,202605,4010,편의점,편의점,201.0,False
강원특별자치도,강릉시,202605,4010,편의점,편의점,330.0,False
강원특별자치도,고성군,202605,4010,편의점,편의점,71.0,False
강원특별자치도,동해시,202605,4010,편의점,편의점,125.0,False
강원특별자치도,삼척시,202605,4010,편의점,편의점,95.0,False
강원특별자치도,속초시,202605,4010,편의점,편의점,164.0,False
강원특별자치도,양구군,202605,4010,편의점,편의점,22.0,False
강원특별자치도,양양군,202605,4010,편의점,편의점,82.0,False
강원특별자치도,영월군,202605,4010,편의점,편의점,41.0,False
강원특별자치도,원주시,202605,4010,편의점,편의점,465.0,False
강원특별자치도,인제군,202605,4010,편의점,편의점,54.0,False
강원특별자치도,정선군,202605,4010,편의점,편의점,66.0,False
강원특별자치도,철원군,202605,4010,편의점,편의점,53.0,False
강원특별자치도,춘천시,202605,4010,편의점,편의점,353.0,False
강원특별자치도,태백시,202605,4010,편의점,편의점,56.0,False
강원특별자치도,평창군,202605,4010,편의점,편의점,77.0,False
강원특별자치도,홍천군,202605,4010,편의점,편의점,71.0,False
강원특별자치도,화천군,202605,4010,편의점,편의점,28.0,False
강원특별자치도,횡성군,202605,4010,편의점,편의점,54.0,False
대전광역시,대덕구,202605,4010,편의점,편의점,161.0,False
대전광역시,동구,202605,4010,편의점,편의점,224.0,False
대전광역시,서구,202605,4010,편의점,편의점,448.0,False
대전광역시,유성구,202605,4010,편의점,편의점,383.0,False
대전광역시,중구,202605,4010,편의점,편의점,208.0,False
충청북도,괴산군,202605,4010,편의점,편의점,30.0,False
충청북도,단양군,202605,4010,편의점,편의점,27.0,False
충청북도,보은군,202605,4010,편의점,편의점,23.0,False
충청북도,영동군,202605,4010,편의점,편의점,36.0,False
충청북도,옥천군,202605,4010,편의점,편의점,54.0,False
충청북도,음성군,202605,4010,편의점,편의점,189.0,False
충청북도,제천시,202605,4010,편의점,편의점,129.0,False
충청북도,증평군,202605,4010,편의점,편의점,50.0,False
충청북도,진천군,202605,4010,편의점,편의점,164.0,False
충청북도,청주시 상당구,202605,4010,편의점,편의점,193.0,False
충청북도,청주시 서원구,202605,4010,편의점,편의점,187.0,False
충청북도,청주시 청원구,202605,4010,편의점,편의점,260.0,False
충청북도,청주시 흥덕구,202605,4010,편의점,편의점,379.0,False
충청북도,충주시,202605,4010,편의점,편의점,257.0,False
충청남도,계룡시,202605,4010,편의점,편의점,31.0,False
충청남도,공주시,202605,4010,편의점,편의점,115.0,False
충청남도,금산군,202605,4010,편의점,편의점,42.0,False
충청남도,논산시,202605,4010,편의점,편의점,119.0,False
충청남도,당진시,202605,4010,편의점,편의점,269.0,False
충청남도,보령시,202605,4010,편의점,편의점,153.0,False
충청남도,부여군,202605,4010,편의점,편의점,50.0,False
충청남도,서산시,202605,4010,편의점,편의점,240.0,False
충청남도,서천군,202605,4010,편의점,편의점,42.0,False
충청남도,아산시,202605,4010,편의점,편의점,512.0,False
충청남도,예산군,202605,4010,편의점,편의점,103.0,False
충청남도,천안시 동남구,202605,4010,편의점,편의점,370.0,False
충청남도,천안시 서북구,202605,4010,편의점,편의점,573.0,False
충청남도,청양군,202605,4010,편의점,편의점,28.0,False
충청남도,태안군,202605,4010,편의점,편의점,122.0,False
충청남도,홍성군,202605,4010,편의점,편의점,108.0,False
광주광역시,광산구,202605,4010,편의점,편의점,382.0,False
광주광역시,남구,202605,4010,편의점,편의점,151.0,False
광주광역시,동구,202605,4010,편의점,편의점,135.0,False
광주광역시,북구,202605,4010,편의점,편의점,355.0,False
광주광역시,서구,202605,4010,편의점,편의점,283.0,False
전북특별자치도,고창군,202605,4010,편의점,편의점,53.0,False
전북특별자치도,군산시,202605,4010,편의점,편의점,268.0,False
전북특별자치도,김제시,202605,4010,편의점,편의점,78.0,False
전북특별자치도,남원시,202605,4010,편의점,편의점,57.0,False
전북특별자치도,무주군,202605,4010,편의점,편의점,34.0,False
전북특별자치도,부안군,202605,4010,편의점,편의점,60.0,False
전북특별자치도,순창군,202605,4010,편의점,편의점,15.0,False
전북특별자치도,완주군,202605,4010,편의점,편의점,94.0,False
전북특별자치도,익산시,202605,4010,편의점,편의점,226.0,False
전북특별자치도,임실군,202605,4010,편의점,편의점,21.0,False
전북특별자치도,장수군,202605,4010,편의점,편의점,16.0,False
전북특별자치도,전주시 덕진구,202605,4010,편의점,편의점,336.0,False
전북특별자치도,전주시 완산구,202605,4010,편의점,편의점,285.0,False
전북특별자치도,정읍시,202605,4010,편의점,편의점,98.0,False
전북특별자치도,진안군,202605,4010,편의점,편의점,13.0,False
전라남도,강진군,202605,4010,편의점,편의점,23.0,False
전라남도,고흥군,202605,4010,편의점,편의점,52.0,False
전라남도,곡성군,202605,4010,편의점,편의점,22.0,False
전라남도,광양시,202605,4010,편의점,편의점,143.0,False
전라남도,구례군,202605,4010,편의점,편의점,17.0,False
전라남도,나주시,202605,4010,편의점,편의점,112.0,False
전라남도,담양군,202605,4010,편의점,편의점,30.0,False
전라남도,목포시,202605,4010,편의점,편의점,226.0,False
전라남도,무안군,202605,4010,편의점,편의점,87.0,False
전라남도,보성군,202605,4010,편의점,편의점,25.0,False
전라남도,순천시,202605,4010,편의점,편의점,242.0,False
전라남도,신안군,202605,4010,편의점,편의점,17.0,False
전라남도,여수시,202605,4010,편의점,편의점,339.0,False
전라남도,영광군,202605,4010,편의점,편의점,39.0,False
전라남도,영암군,202605,4010,편의점,편의점,59.0,False
전라남도,완도군,202605,4010,편의점,편의점,49.0,False
전라남도,장성군,202605,4010,편의점,편의점,28.0,False
전라남도,장흥군,202605,4010,편의점,편의점,28.0,False
전라남도,진도군,202605,4010,편의점,편의점,22.0,False
전라남도,함평군,202605,4010,편의점,편의점,13.0,False
전라남도,해남군,202605,4010,편의점,편의점,67.0,False
