amt_growth_pct_m,amt_r2,cnt_growth_pct_m,cnt_r2,ticket_growth_pct_m,ticket_r2,amt_fitted_change_pct,cnt_fitted_change_pct,ticket_fitted_change_pct,SIDO_NM,CCG_NM,TP_BUZ_NO,TP_BUZ_NM,total_amt_6m,total_cnt_6m,peak_month,amt_without_peak_growth_pct_m,region_amt_growth_pct_m,amt_direction,cnt_direction,ticket_direction,region_direction,region_industry_relation,decomposition_type,peak_dependent,real_amt_growth_pct_m,nominal_real_type,amt_growth_without_peak_pct_m,peak_dependency,stability_type,population_adjusted_gap_median,population_adjusted_positive_age_share,fastest_growing_age,fastest_age_share_change_pp,fastest_growing_customer_type,fastest_customer_share_change_pp,real_ticket_growth_pct_m,trend_type,real_amt_positive,cnt_positive,positive_without_peak,population_adjusted_positive,persistent_positive,health_evidence_count,business_health_score,business_health_grade,relative_health_percentile,marketing_action,recommended_case_ids,case_selection_reason,actual_case_actions,test_kpis,evidence_periods
-6.076864595997405,0.7524951505120041,-4.3771821660226955,0.7926082273031138,-1.7774862407063463,0.509196127051789,-26.909167205208465,-20.051984652961348,-8.57705162846278,강원특별자치도,강릉시,4004,대형할인점,4517360000,101401,202601,-6.094198436597951,0.5733989562487017,감소,감소,감소,상승,정반대,감소 CNT·감소 건당금액,False,-5.7520300868844725,명목-/실질-,-6.09419843659788,False,안정감소,-2.4471890877445515,0.0,60대 이상,1.435129118106758,여성,1.5048753493933091,-1.4377822699691012,수요수축,0.0,0.0,0.0,0.0,0.0,5,0.0,위축·즉시점검,22.33502538071066,재방문 회복+비효율 상품·영업구역 정리,M08|M09,점포별 CRM으로 재방문을 회복하고 품질문제를 개선,점주가 스탬프·마감세일·타깃쿠폰·상품요청을 직접 운영하는 스토어플러스 / SNS 부정 피드백이 3회 이상 누적된 품목의 레시피·주입량·진열·취식가이드 개선,쿠폰 순증분효과|마감폐기율|재방문|단골 전환|부정리뷰 재발률|개선품 재구매|반품·폐기|점포별 매뉴얼 준수,선행 참고
3.34506258883673,0.5883330439589375,4.9582396241546824,0.7745400132364573,-1.5369703618265529,0.6268234620395378,17.88231691249031,27.374558062092184,-7.452226954911792,강원특별자치도,강릉시,4010,편의점,11125770000,1214052,202605,2.6058818749320225,0.5733989562487017,상승,상승,감소,상승,같은방향,상승 CNT·감소 건당금액,False,3.702482968074157,명목+/실질+,2.605881874932107,False,혼합·완만추세,0.4930741765307554,80.0,60대 이상,2.013555539881436,외국인,1.1805739397579735,-1.1964345634771223,가성비·빈도성장,1.0,1.0,1.0,1.0,0.0,5,80.0,구조적 강세,36.47058823529411,세트·구독·다빈도 리워드,M01|M07,가격할인만이 아닌 품질차별화·다빈도 제도화,제과제빵 명장 협업·합리적 가격·전문점 수준 품질을 결합한 차별화 베이커리 / 식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인,차별화 상품 매출|재구매율|할인제거 후 유지율|구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율,2026 직접|선행 참고
-0.3559079462610431,0.0283480290630965,1.14451862955788,0.2920599144854203,-1.4834482344159938,0.3811978287196423,-1.7669176875395938,5.855093267413397,-7.20041966775955,강원특별자치도,강릉시,4020,슈퍼마켓,10557250000,332683,202605,-1.4862049580452863,0.5733989562487017,감소,상승,감소,상승,정반대,상승 CNT·감소 건당금액,False,-0.0112874266303514,명목-/실질-,-1.4862049580451149,False,고변동·저설명력,0.2361915398064293,60.0,60대 이상,1.664712238764075,여성,0.223284947477623,-1.1427273290225193,빈도증가·매출압력,0.0,1.0,0.0,1.0,0.0,5,40.0,관찰·선별개선,34.31372549019608,과도한 할인 점검+관련상품 묶음,M07|M09,할인원가를 통제하고 부정피드백을 먼저 제거,식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인 / SNS 부정 피드백이 3회 이상 누적된 품목의 레시피·주입량·진열·취식가이드 개선,구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율|부정리뷰 재발률|개선품 재구매|반품·폐기|점포별 매뉴얼 준수,선행 참고
0.9846415634716282,0.036356690061033,1.3379137200564006,0.0899941146453133,-0.3486080812369204,0.128603591620369,5.021119056012932,6.870980859232559,-1.730929938462406,강원특별자치도,강릉시,8001,일반한식,33668980000,809386,202605,-1.3251316003522493,0.5733989562487017,상승,상승,감소,상승,같은방향,상승 CNT·감소 건당금액,True,0.7195586518673053,명목+/실질+,-1.3251316003520457,True,피크의존성장,-0.9222457339039076,40.0,60대 이상,3.811821851275319,외국인,0.5199179600762256,-0.6101912359250838,가성비·빈도성장,1.0,1.0,0.0,0.0,0.0,5,40.0,관찰·선별개선,12.15686274509804,세트·구독·다빈도 리워드,M01|M07,가격할인만이 아닌 품질차별화·다빈도 제도화,제과제빵 명장 협업·합리적 가격·전문점 수준 품질을 결합한 차별화 베이커리 / 식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인,차별화 상품 매출|재구매율|할인제거 후 유지율|구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율,2026 직접|선행 참고
-2.273521122830495,0.2469471119471868,0.2316710019178395,0.0102149534587144,-2.4994017357052503,0.391607087965347,-10.862334403894703,1.1637346034312783,-11.887727409895335,강원특별자치도,강릉시,8002,갈비전문점,157530000,1749,202602,-0.6427888093226622,0.5733989562487017,감소,정체,감소,상승,정반대,정체 CNT·감소 건당금액,False,-2.5300514145707784,명목-/실질-,-0.6427888093226695,False,혼합·완만추세,-1.1361774747087212,25.0,60대 이상,5.941773369677257,여성,2.06381565384703,-2.7553390948014456,빈도증가·매출압력,0.0,1.0,0.0,0.0,0.0,5,20.0,위축·즉시점검,17.682926829268293,과도한 할인 점검+관련상품 묶음,M07|M09,할인원가를 통제하고 부정피드백을 먼저 제거,식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인 / SNS 부정 피드백이 3회 이상 누적된 품목의 레시피·주입량·진열·취식가이드 개선,구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율|부정리뷰 재발률|개선품 재구매|반품·폐기|점포별 매뉴얼 준수,선행 참고
3.382902600874197,0.1715693277280233,4.13191268186358,0.3849816321108276,-0.7192896602961963,0.0921527770875989,18.09828930350653,22.43884599539627,-3.545081347836719,강원특별자치도,강릉시,8004,일식회집,5749280000,64549,202605,0.8066735345291218,0.5733989562487017,상승,상승,감소,상승,같은방향,상승 CNT·감소 건당금액,False,3.11152429614163,명목+/실질+,0.8066735345293291,False,고변동·저설명력,1.7993663072466162,100.0,60대 이상,2.101991979156434,여성,0.7867669396688015,-0.979899782345639,가성비·빈도성장,1.0,1.0,1.0,1.0,0.0,5,80.0,구조적 강세,72.5609756097561,세트·구독·다빈도 리워드,M01|M07,가격할인만이 아닌 품질차별화·다빈도 제도화,제과제빵 명장 협업·합리적 가격·전문점 수준 품질을 결합한 차별화 베이커리 / 식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인,차별화 상품 매출|재구매율|할인제거 후 유지율|구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율,2026 직접|선행 참고
-1.6861556321246487,0.2950464492746437,-0.160674747314897,0.0032250267854532,-1.5279358919432888,0.3508441623339096,-8.151219742842716,-0.8007962438400967,-7.409760583432401,강원특별자치도,강릉시,8005,중국음식,1830490000,64489,202601,-1.1944359355879135,0.5733989562487017,감소,정체,감소,상승,정반대,정체 CNT·감소 건당금액,False,-1.9442277479684944,명목-/실질-,-1.1944359355876857,False,혼합·완만추세,-0.3959229068176327,20.0,60대 이상,0.909726078681082,남성,0.6231022529104209,-1.786423331827991,수요수축,0.0,0.0,0.0,0.0,0.0,5,0.0,위축·즉시점검,9.215686274509803,재방문 회복+비효율 상품·영업구역 정리,M08|M09,점포별 CRM으로 재방문을 회복하고 품질문제를 개선,점주가 스탬프·마감세일·타깃쿠폰·상품요청을 직접 운영하는 스토어플러스 / SNS 부정 피드백이 3회 이상 누적된 품목의 레시피·주입량·진열·취식가이드 개선,쿠폰 순증분효과|마감폐기율|재방문|단골 전환|부정리뷰 재발률|개선품 재구매|반품·폐기|점포별 매뉴얼 준수,선행 참고
0.2400441000728537,0.0016982370493016,2.838819270060492,0.2933265324796853,-2.527037152345273,0.6826262594271862,1.205996465593106,15.02319015372358,-12.012528664580056,강원특별자치도,강릉시,8006,서양음식,10397840000,712923,202605,-2.6276049021212624,0.5733989562487017,정체,상승,감소,상승,정체포함차이,상승 CNT·감소 건당금액,False,-0.0230842562591585,명목+/실질-,-2.6276049021213286,False,고변동·저설명력,-1.4670875647378343,0.0,60대 이상,2.0155989584996004,법인,1.838391612500561,-2.7829019689579737,빈도증가·매출압력,0.0,1.0,0.0,0.0,0.0,5,20.0,위축·즉시점검,5.294117647058823,과도한 할인 점검+관련상품 묶음,M07|M09,할인원가를 통제하고 부정피드백을 먼저 제거,식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인 / SNS 부정 피드백이 3회 이상 누적된 품목의 레시피·주입량·진열·취식가이드 개선,구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율|부정리뷰 재발률|개선품 재구매|반품·폐기|점포별 매뉴얼 준수,선행 참고
0.5014342255044566,0.0073447019867906,0.2997385294663441,0.0030173344182721,0.201092943007928,0.103543083936435,2.53244115094862,1.5077039357840385,1.0095166922631782,강원특별자치도,강릉시,8021,스넥,2796610000,156085,202605,-2.195253787932796,0.5733989562487017,상승,상승,정체,상승,같은방향,상승 CNT·정체 건당금액,True,0.2376197246812954,명목+/실질+,-2.1952537879328258,True,피크의존성장,-1.8204395170605048,20.0,60대 이상,2.889675788880748,법인,0.4757142380904753,-0.0619331672203626,가성비·빈도성장,1.0,1.0,0.0,0.0,0.0,5,40.0,관찰·선별개선,8.03921568627451,세트·구독·다빈도 리워드,M01|M07,가격할인만이 아닌 품질차별화·다빈도 제도화,제과제빵 명장 협업·합리적 가격·전문점 수준 품질을 결합한 차별화 베이커리 / 식단관리·실속한끼·간편식사·음료·커피 품목별 구독할인,차별화 상품 매출|재구매율|할인제거 후 유지율|구독 전환율|월 재방문|할인원가 차감 공헌이익|해지율,2026 직접|선행 참고
-4.6850424613885195,0.3179552008710953,-0.6683429647658227,0.0303836246609193,-4.043725451189942,0.4249928062126509,-21.330698577731773,-3.2973441326670496,-18.648251470780565,강원특별자치도,강릉시,8301,제과점,2113000000,135709,202602,-2.52938077625422,0.5733989562487017,감소,감소,감소,상승,정반대,감소 CNT·감소 건당금액,False,-4.59310806417391,명목-/실질-,-2.5293807762543397,False,혼합·완만추세,-1.8267373397769375,0.0,60대 이상,3.0725197797718415,법인,2.8341891750469825,-3.9511724827221206,수요수축,0.0,0.0,0.0,0.0,0.0,5,0.0,위축·즉시점검,6.692913385826772,재방문 회복+비효율 상품·영업구역 정리,M08|M09,점포별 CRM으로 재방문을 회복하고 품질문제를 개선,점주가 스탬프·마감세일·타깃쿠폰·상품요청을 직접 운영하는 스토어플러스 / SNS 부정 피드백이 3회 이상 누적된 품목의 레시피·주입량·진열·취식가이드 개선,쿠폰 순증분효과|마감폐기율|재방문|단골 전환|부정리뷰 재발률|개선품 재구매|반품·폐기|점포별 매뉴얼 준수,선행 참고
