SIDO_NM,CCG_NM,hhi_slope,entropy_slope,cnt_js_proxy_l1_first3_last3,concentration_increase
강원특별자치도,강릉시,0.0032895959758815823,-0.00502396070815001,0.02334641785271273,True
강원특별자치도,고성군,0.003148737230039097,-0.006562830583038649,0.01802079475236189,True
강원특별자치도,동해시,0.0025501032963552756,-0.004280224885401644,0.021384589434488125,True
강원특별자치도,삼척시,0.003743645576757667,-0.005142380828759628,0.01503240257645303,True
강원특별자치도,속초시,0.0017254849172098185,-0.0028391221281284717,0.013163705400696037,True
강원특별자치도,양구군,0.0031659822523189083,-0.004817411970918136,0.025948801096439125,True
강원특별자치도,양양군,0.0034341083510166836,-0.005039563032574918,0.018354818368954147,True
강원특별자치도,영월군,0.0030619254537336683,-0.0064010635655171256,0.019106218273460828,True
강원특별자치도,원주시,0.003773910100227812,-0.005245423603107214,0.02487569739398608,True
강원특별자치도,인제군,0.003368152587514263,-0.008140789805640087,0.05297707886181709,True
강원특별자치도,정선군,-0.007177003085340358,0.008942849738793526,0.06582113135359467,False
강원특별자치도,철원군,0.004456435463232722,-0.006655666197696918,0.028669815659935587,True
강원특별자치도,춘천시,0.0026525129975023994,-0.003757466208270529,0.020648000161788187,True
강원특별자치도,태백시,0.004367047841485712,-0.004272948126998201,0.03626433971929806,True
강원특별자치도,평창군,-0.0038991203681758486,0.004134549672611839,0.04628114097778387,False
강원특별자치도,홍천군,0.005913190633539913,-0.008409493228217291,0.056754856582526186,True
강원특별자치도,화천군,0.0022168191760312357,-0.002177123039097796,0.057600370013504106,True
강원특별자치도,횡성군,-0.0018766794000245081,0.0009054082003732049,0.03561577437818709,False
경기도,가평군,0.0022563268161037192,-0.004092392874369072,0.023209452614383598,True
경기도,고양시 덕양구,0.0023003549723602293,-0.0039007223351369474,0.01840222742765167,True
경기도,고양시 일산동구,0.0011756831194723928,-0.001892425642077744,0.01393804951463906,True
경기도,고양시 일산서구,0.002767190868248465,-0.003961341280937515,0.027439191172240394,True
경기도,과천시,0.004162607241356724,-0.00700527059161778,0.042994507691313466,True
경기도,광명시,0.0012165555247809188,-0.002212373263116217,0.01134326258757579,True
경기도,광주시,0.0011414362657342445,-0.0016245785707531737,0.02487553066331638,True
경기도,구리시,0.001684507333168385,-0.002473196080063597,0.022165197773911818,True
경기도,군포시,0.0017204573089053701,-0.0030034413631115984,0.019249938290021716,True
경기도,김포시,0.0025977504252497783,-0.003592933277919402,0.019570517352248205,True
경기도,남양주시,0.0014761215514026331,-0.0022038891904493344,0.015399643949567474,True
경기도,동두천시,0.001697056865251169,-0.0015534307727876038,0.022747132384013435,True
경기도,부천시 소사구,0.0015623934564279645,-0.001459649075923394,0.0254491231317874,True
경기도,부천시 오정구,0.0007161228787626524,-0.0014960363947673922,0.022030794579622315,True
경기도,부천시 원미구,0.001378041218684322,-0.0021592732654389024,0.02000933360357894,True
경기도,성남시 분당구,0.0024953819098212666,-0.004197278081552096,0.01964806365132063,True
경기도,성남시 수정구,0.0025539271018653847,-0.0036823730891936326,0.028496773816600596,True
경기도,성남시 중원구,0.0007967411482348062,-0.0009267250326156701,0.020316169123217938,True
경기도,수원시 권선구,0.0010211830202918263,-0.0017254668906667744,0.012920228259828024,True
경기도,수원시 영통구,0.00026188156357036767,0.0002132172642674909,0.028128604735182895,False
경기도,수원시 장안구,0.0032727462623615786,-0.004415323416868909,0.03574331413465168,True
경기도,수원시 팔달구,0.0016288452153417699,-0.0026133833440745366,0.017179308680289017,True
경기도,시흥시,0.0013712816749716981,-0.0014413838460397154,0.023246796024002578,True
경기도,안산시 단원구,0.0016540624750339405,-0.002049409025180629,0.017644663772546594,True
경기도,안산시 상록구,0.0006391670206138194,-0.0006092925706044631,0.02508429439193845,True
경기도,안성시,0.0034384477193053647,-0.0038689974426834813,0.02689560212922296,True
경기도,안양시 동안구,0.0023630060437474,-0.003685204984847301,0.018389016098815054,True
경기도,안양시 만안구,0.0012194990365929034,-0.0017066197015935432,0.023511342446185687,True
경기도,양주시,0.0018616891131852656,-0.00242765925842739,0.018905477480902332,True
경기도,양평군,0.0008765423760726929,-0.002020260300162015,0.021388732845593013,True
경기도,여주시,-0.0013708925423010767,-0.0006412467004242885,0.020435792314773105,False
경기도,연천군,0.0031534760492170624,-0.0053394024836190095,0.02112550102767288,True
경기도,오산시,0.0023200267944243143,-0.002721772020525751,0.019485118439885565,True
경기도,용인시 기흥구,0.002621551410226792,-0.004170095051068731,0.01836879898127429,True
경기도,용인시 수지구,0.0022360158025740004,-0.0037903832982060905,0.022386969649481024,True
경기도,용인시 처인구,0.003876436223380997,-0.00538237815039364,0.028658770431564805,True
경기도,의왕시,0.00209161645318291,-0.0034222744566389284,0.01749089737325231,True
경기도,의정부시,0.0015088074924701981,-0.002189891225690345,0.018165473272063748,True
경기도,이천시,0.0028017738685465624,-0.0037142037301737926,0.016999993714976767,True
경기도,파주시,0.0022370620745924465,-0.003445984011558918,0.018506223577231737,True
경기도,평택시,0.0038972396620132075,-0.004833348343878383,0.02078479527806258,True
경기도,포천시,0.004243856270518812,-0.005067345521105631,0.024077201165129333,True
경기도,하남시,0.0010039439496390523,-0.0016893673589975875,0.011830971379663513,True
경기도,화성시 동탄구,0.0021954360902407197,-0.0035325920896748654,0.014210780579218058,True
경기도,화성시 만세구,0.0036244171056134806,-0.004191202270907793,0.022757763446591493,True
경기도,화성시 병점구,0.0014965061393594397,-0.0017911968105725183,0.014726453331373934,True
경기도,화성시 효행구,0.0027902639523146914,-0.0032936562010262628,0.025395532599466968,True
경상남도,거제시,0.000618804977090199,-0.0003074117029289201,0.007032287964325083,True
경상남도,거창군,0.0005834017816023028,-0.0015522201444121008,0.015038569134388436,True
경상남도,고성군,-0.0010152657612889178,0.0013425853421344057,0.011065262102513981,False
경상남도,김해시,0.000668356205973973,-0.000931603297584032,0.0092022407532825,True
경상남도,남해군,0.0005277046006173728,0.0002850597323489293,0.0213347416695606,False
경상남도,밀양시,0.0014670156683261636,-0.0031609052094591973,0.013994935455309573,True
경상남도,사천시,-0.0005774501910334447,0.0007140843695447938,0.014406261932486666,False
경상남도,산청군,-0.0029394499829797954,0.002497590882827924,0.019573111347457917,False
경상남도,양산시,0.0026002034734505606,-0.0038253318278197823,0.02981790638079037,True
경상남도,의령군,0.0009656228496136224,-0.0028860724131472637,0.020923384499061184,True
경상남도,진주시,0.0009130670085790961,-0.0017378739646240562,0.005859553042856435,True
경상남도,창녕군,0.0018969838880512346,-0.0036758785840677204,0.01863174649692501,True
경상남도,창원시 마산합포구,0.00033474910719755646,-0.00041673421301112256,0.005357301411146577,True
경상남도,창원시 마산회원구,-0.0005546284931822029,0.0009779147582337508,0.020220903371463123,False
경상남도,창원시 성산구,0.0002507519744919671,-0.0006569435244866893,0.01165410313585783,True
경상남도,창원시 의창구,-0.000347946502747767,0.00025968186392992494,0.013555709199027387,False
경상남도,창원시 진해구,-0.00043253421875416354,0.0010666016774607164,0.009268694359173144,False
경상남도,통영시,-0.00017062127700525622,0.000492726109147463,0.007694667730760524,False
경상남도,하동군,-0.00047134151258897177,0.0018693785959941708,0.011423235197007926,False
경상남도,함안군,-0.000677480004776105,0.0003120967071585014,0.02091139199446445,False
경상남도,함양군,0.000596881781815739,-0.0006076759474280769,0.01196139654046214,True
경상남도,합천군,-0.0007979897824763359,0.001619235654231131,0.025211247669974922,False
경상북도,경산시,1.4381091905479078e-05,0.0006768436786835475,0.04204423962506415,False
경상북도,경주시,0.002199034966065494,-0.0035752059819827383,0.017710895983336184,True
경상북도,고령군,0.001222978180678883,-0.002465316679970932,0.028289019919732185,True
경상북도,구미시,0.0018861389762964008,-0.002395297931868479,0.023809086085483183,True
